query_id,query_text,docid,colbert_score,initial_score,combined_score,rank,method
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",27997330,5327.6796875,-6.609413,3727.39295735,1,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",19648609,4880.66015625,-3.127148,3415.5239649749997,2,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",23943222,4783.13427734375,-6.573628,3346.221905740625,3,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",76617,4775.8671875,-6.788493,3341.0704833499994,4,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",41632204,4769.13525390625,-6.00845,3336.592142734375,5,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",1853795,4678.4375,-6.580999,3272.9319503,6,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",33188056,4644.693359375,-5.849479,3249.5305078624997,7,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",143952,4635.45947265625,-5.727152,3243.103485259375,8,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",25720479,4581.15673828125,-6.527657,3204.851419696875,9,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",1844221,4575.4208984375,-5.130648,3201.25543450625,10,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",13205919,4570.998046875,-6.918561,3197.6230645124997,11,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",39371933,4528.5947265625,-4.934772,3168.5358769937498,12,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",58896646,4518.1083984375,-6.362867,3160.76701880625,13,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",4453753,4495.2314453125,-5.710411,3144.94888841875,14,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",63845073,4492.91796875,-6.153807,3143.1964360249995,15,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",4026595,4474.19677734375,-6.254386,3130.061428340625,16,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",3425901,4471.67333984375,-6.886398,3128.1054184906247,17,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",34301706,4427.71044921875,-4.39327,3098.0793334531245,18,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",43526953,4422.18359375,-2.72382,3094.711369625,19,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",6599305,4416.890625,-6.442553,3089.8906715999997,20,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",3115501,4409.90234375,-6.685746,3084.925916825,21,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",169202,4398.9560546875,-6.341367,3077.3668281812497,22,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",6353627,4376.8876953125,-6.744352,3061.7980811187495,23,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",442647,4376.2109375,-6.388224,3061.43118905,24,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",72409097,4372.99755859375,-6.377545,3059.185027515625,25,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",2465330,4362.99462890625,0.015607,3054.100922334375,26,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",2006447,4365.10498046875,-6.308093,3053.681058428125,27,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",8610758,4363.52001953125,-6.133771,3052.623882371875,28,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",22085891,4355.5205078125,-6.630231,3046.8752861687494,29,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",74636240,4346.984375,-5.850649,3041.1338677999997,30,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",618628,4339.82373046875,-6.721706,3035.860099528125,31,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",7644703,4335.5419921875,-5.028251,3033.37091923125,32,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",5903001,4316.6416015625,-6.76461,3019.6197380937497,33,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",23705915,4314.74609375,-4.531021,3018.962959325,34,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",60368,4314.4169921875,-6.131653,3018.2523986312494,35,ColBERT
